0.0, 0.0, 0.0
0.01, 0.0, 3.9451842226268605e-07
0.02, 0.0, 1.3140455149913042e-06
0.03, 0.0, 4.158317552466662e-06
0.04, 0.0, 1.2502274127541389e-05
0.05, 0.0, 3.571284964163521e-05
0.06, 0.0, 9.692239027206012e-05
0.07, 0.0, 0.0002499124253677224
0.08, 0.0, 0.0006122315483683632
0.09, 0.0, 0.0014249764381924646
0.1, 0.0, 0.003151111598444441
0.11, 0.0, 0.006620396609680053
0.12, 0.0, 0.013215036089234846
0.13, 0.0, 0.025062063262558765
0.14, 0.0, 0.04515745032486091
0.15, 0.0, 0.07730474044329975
0.16, 0.0, 0.12573232959442787
0.17, 0.0, 0.19429065878548815
0.18, 0.0, 0.2852469450573052
0.19, 0.0, 0.39788192045120474
0.2, 0.0, 0.5272924240430485
0.21, 0.0, 0.6639157633354735
0.22, 0.0, 0.7942158526165466
0.23, 0.0, 0.9026684120809421
0.24, 0.0, 0.9747249016017939
0.25, 0.0, 1.0
0.26, 0.0, 0.9747249016017939
0.27, 0.0, 0.9026684120809421
0.28, 0.0, 0.7942158526165466
0.29, 0.0, 0.6639157633354735
0.3, 0.0, 0.5272924240430485
0.31, 0.0, 0.39788192045120474
0.32, 0.0, 0.2852469450573052
0.33, 0.0, 0.19429065878548815
0.34, 0.0, 0.12573232959442787
0.35, 0.0, 0.07730474044329975
0.36, 0.0, 0.04515745032486091
0.37, 0.0, 0.025062063262558765
0.38, 0.0, 0.013215036089234846
0.39, 0.0, 0.006620396609680053
0.4, 0.7402203300817018, 0.003151111598444441
0.41, 0.7402203300817018, 0.0014249764381924646
0.42, 0.7402203300817018, 0.0006122315483683632
0.43, 0.7402203300817018, 0.0002499124253677224
0.44, 0.7402203300817018, 9.692239027206012e-05
0.45, 0.7402203300817018, 3.571284964163521e-05
0.46, 0.7402203300817018, 1.2502274127541389e-05
0.47, 0.7402203300817018, 4.158317552466662e-06
0.48, 0.7402203300817018, 1.3140455149913042e-06
0.49, 0.7402203300817018, 3.9451842226268605e-07
0.5, 0.7402203300817018, 1.1253517471925913e-07
0.51, 0.7402203300817018, 3.049814423311712e-08
0.52, 0.7402203300817018, 7.852766082667903e-09
0.53, 0.7402203300817018, 1.92103833040275e-09
0.54, 0.7402203300817018, 4.464918360953924e-10
0.55, 0.7402203300817018, 9.859505575991516e-11
0.56, 0.7402203300817018, 2.0685254758342634e-11
0.57, 0.7402203300817018, 4.123165179774912e-12
0.58, 0.7402203300817018, 7.808447878255544e-13
0.59, 0.7402203300817018, 1.404956313801515e-13
0.6, 0.7402203300817018, 2.401734781620961e-14
0.61, 0.0, 3.900779460804658e-15
0.62, 0.0, 6.019242903687233e-16
0.63, 0.0, 8.824629164342514e-17
0.64, 0.0, 1.2291791401915348e-17
0.65, 0.0, 1.6266646214532432e-18
0.66, 0.0, 2.0452433232415462e-19
0.67, 0.0, 2.4431833970432747e-20
0.68, 0.0, 2.772881279988613e-21
0.69, 0.0, 2.98999598881726e-22
0.7, 0.0, 3.0631908645774295e-23
0.71, 0.0, 2.981546816703667e-24
0.72, 0.0, 2.757232129347408e-25
0.73, 0.0, 2.422529925478512e-26
0.74, 0.0, 2.0222232213877093e-27
0.75, 0.0, 1.6038108905486377e-28
0.76, 0.0, 1.2084852269825653e-29
0.77, 0.0, 8.65154469809763e-31
0.78, 0.0, 5.884507064192825e-32
0.79, 0.0, 3.802687557812933e-33
0.8, 0.0, 2.334722783487273e-34
0.81, 0.0, 1.3618965560300372e-35
0.82, 0.0, 7.547741962998225e-37
0.83, 0.0, 3.9742399956922745e-38
0.84, 0.0, 1.9881779708101117e-39
0.85, 0.0, 9.449754976491216e-41
0.86, 0.0, 4.267268409330093e-42
0.87, 0.0, 1.830810927980067e-43
0.88, 0.0, 7.462788849214626e-45
0.89, 0.0, 2.8901669763126057e-46
0.9, 0.0, 1.0634298273336276e-47
0.91, 0.0, 3.717567500583999e-49
0.92, 0.0, 1.2347328732271119e-50
0.93, 0.0, 3.896290067647341e-52
0.94, 0.0, 1.1681367157178882e-53
0.95, 0.0, 3.3273630541830025e-55
0.96, 0.0, 9.004732753870022e-57
0.97, 0.0, 2.315291027951217e-58
0.98, 0.0, 5.655935810694327e-60
0.99, 0.0, 1.3127060224314352e-61
1.0, 0.0, 0.0

0.0, 0.0, 0.0
0.01, 0.0, 2.703381541858927e-07
0.02, 0.0, 1.021694725212721e-06
0.03, 0.0, 3.2819196415625936e-06
0.04, 0.0, 9.985096530406956e-06
0.05, 0.0, 2.8856206136561382e-05
0.06, 0.0, 7.921849971040743e-05
0.07, 0.0, 0.0002065945183136601
0.08, 0.0, 0.0005118222609729125
0.09, 0.0, 0.001204567297726771
0.1, 0.0, 0.0026931327857793786
0.11, 0.0, 0.005720085315052978
0.12, 0.0, 0.011541665650290463
0.13, 0.0, 0.022123757162002895
0.14, 0.0, 0.04028810338858891
0.15, 0.0, 0.06969881830297689
0.16, 0.0, 0.11455333504647419
0.17, 0.0, 0.17886560851993372
0.18, 0.0, 0.26532963960770317
0.19, 0.0, 0.373927596021635
0.2, 0.0, 0.5006510018995354
0.21, 0.0, 0.6368416554807025
0.22, 0.0, 0.7696257729019303
0.23, 0.0, 0.8836544433073534
0.24, 0.0, 0.9639244547651932
0.25, 0.0, 0.9989969049036337
0.26, 0.0, 0.9836686620318308
0.27, 0.0, 0.9202376834222609
0.28, 0.0, 0.8179384280522647
0.29, 0.0, 0.6907383553430403
0.3, 0.0, 0.5542195444689638
0.31, 0.0, 0.42250160093742095
0.32, 0.0, 0.3060244310623416
0.33, 0.0, 0.21060468650603525
0.34, 0.0, 0.13771052753247767
0.35, 0.0, 0.08555717527993932
0.36, 0.0, 0.05050552509929731
0.37, 0.0, 0.0283281739951677
0.38, 0.0, 0.015096573338070754
0.39, 0.0, 0.00764995744876711
0.4, 0.7402203300817018, 0.0036780547237990654
0.41, 0.7402203300817018, 0.0016796245074038626
0.42, 0.7402203300817018, 0.0007294557385676595
0.43, 0.7402203300817018, 0.0003010706336570836
0.44, 0.7402203300817018, 0.00011807659154013319
0.45, 0.7402203300817018, 4.400288534717688e-05
